sr,title,link,guid,latitude,longitude,gid,monumentna,descriptio,location,district,state,asicircle,photo,mon_num,pb_name
2352,monuments2.fid-3f3c22b6_1667d4434db_4dee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dee,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dee,15.332114,76.470156,6904,Achyutaraya Temple,Achyutaraya Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH71.jpg,HMPKA71,BLY_31
2353,monuments2.fid-3f3c22b6_1667d4434db_4def,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4def,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4def,15.3352,76.469593,6905,Ruined Tank adjoining the Soolai Bazaar,Ruined Tank adjoining the Soolai Bazaar,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH77.jpg,HMPKA77,BLY_31
2354,monuments2.fid-3f3c22b6_1667d4434db_4df0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df0,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df0,15.336415,76.469779,6906,Vishnu Temple No: 1 close to north end of Soolai Bazaar,Vishnu Temple No: 1 close to north end of Soolai Bazaar,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH79.jpg,HMPKA79,BLY_31
2355,monuments2.fid-3f3c22b6_1667d4434db_4df1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df1,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df1,15.336696,76.470797,6907,Vishnu Temple No: 2 Close to the Vishnu Temple No: 1,Vishnu Temple No: 2 Close to the Vishnu Temple No: 1,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH80.jpg,HMPKA80,BLY_31
2356,monuments2.fid-3f3c22b6_1667d4434db_4df2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df2,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df2,15.337348,76.471631,6908,Jain Temple on Hillside close to Vishnu Temple (Narasimha Temple),Jain Temple on Hillside close to Vishnu Temple (Narasimha Temple),Venkatapuram,Bellary,Karnataka,Hampi Circle,PH74.jpg,HMPKA74,BLY_31
2357,monuments2.fid-3f3c22b6_1667d4434db_4df3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df3,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df3,15.342488,76.475469,6909,Vittala Temple,Vittala Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH82.jpg,HMPKA82,BLY_32
2358,monuments2.fid-3f3c22b6_1667d4434db_4df4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df4,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df4,15.344223,76.47639,6910,Old Shiva Temple on the north east side of Vittala Temple,Old Shiva Temple on the north east side of Vittala Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH84.jpg,HMPKA84,BLY_32
2359,monuments2.fid-3f3c22b6_1667d4434db_4df5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df5,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df5,15.341488,76.475506,6911,Vishnu Temple No: 3 facing south gateway of Vittala Temple,Vishnu Temple No: 3 facing south gateway of Vittala Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH81.jpg,HMPKA81,BLY_32
2360,monuments2.fid-3f3c22b6_1667d4434db_4df6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df6,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df6,15.341155,76.474233,6912,King's Balance,King's Balance,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH83.jpg,HMPKA83,BLY_32
2361,monuments2.fid-3f3c22b6_1667d4434db_4df7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df7,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df7,25.453669,81.849212,8250,Queen Victoriaâs Memorial,Queen Victoriaâs Memorial,Allahabad,Allahabad,Uttar Pradesh,Sarnath Circle,SARUP004.JPG,SARUP004,SARUP004
2362,monuments2.fid-3f3c22b6_1667d4434db_4df8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df8,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df8,25.254243,81.715774,8251,Small High Mound,Small High Mound,"Bara,",Allahabad,Uttar Pradesh,Sarnath Circle,SARUP005.JPG,SARUP005,SARUP005
2363,monuments2.fid-3f3c22b6_1667d4434db_4df9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df9,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4df9,15.340816,76.473907,6913,Two Storied mandapa,Two Storied mandapa,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH78.jpg,HMPKA78,BLY_32
2364,monuments2.fid-3f3c22b6_1667d4434db_4dfa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfa,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfa,15.34181,76.474486,6914,Ruined Gateway with Lofty Pillars to the west of Vittala Temple,Ruined Gateway with Lofty Pillars to the west of Vittala Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH85.jpg,HMPKA85,BLY_32
2365,monuments2.fid-3f3c22b6_1667d4434db_4dfb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfb,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfb,15.340032,76.48491,6915,Mandapa in a field close to Talarigatta road,Mandapa in a field close to Talarigatta road,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH75.jpg,HMPKA75,BLY_32
2366,monuments2.fid-3f3c22b6_1667d4434db_4dfc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfc,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfc,15.342913,76.474347,6916,Inscribed Vishnu Temple near Vittala Temple,Inscribed Vishnu Temple near Vittala Temple,Venkatapuram,Bellary,Karnataka,Hampi Circle,PH73.jpg,HMPKA73,BLY_32
2367,monuments2.fid-3f3c22b6_1667d4434db_4dfd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfd,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfd,15.284086,76.426504,6917,Soolai well/Kuparamavatika (stepped Well),Soolai well/Kuparamavatika (stepped Well),Malapanagudi,Bellary,Karnataka,Hampi Circle,PH63.jpg,HMPKA63,BLY_22
2368,monuments2.fid-3f3c22b6_1667d4434db_4dfe,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfe,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dfe,15.043872,76.352931,6918,GopalakrishnaSwamy Temple,GopalakrishnaSwamy Temple,Thimmalapura,Bellary,Karnataka,Hampi Circle,PH68.jpg,HMPKA68,BLY_27
2369,monuments2.fid-3f3c22b6_1667d4434db_4dff,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dff,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4dff,15.043531,76.355404,6919,Siva Temple,Siva Temple,Thimmalapura,Bellary,Karnataka,Hampi Circle,PH69.jpg,HMPKA69,BLY_27
2370,monuments2.fid-3f3c22b6_1667d4434db_4e00,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e00,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e00,15.148392,76.910541,6920,Tipu Sultan's Upper Fort and Citadel at Nagalacheruva,Tipu Sultan's Upper Fort and Citadel at Nagalacheruva,Nagalacheruva,Bellary,Karnataka,Hampi Circle,PH64.jpg,HMPKA64,BLY_23
2371,monuments2.fid-3f3c22b6_1667d4434db_4e01,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e01,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e01,15.011427,76.564424,6921,Parvati and Kartikeya Temple,Parvati and Kartikeya Temple,Sandur,Bellary,Karnataka,Hampi Circle,PH60.jpg,HMPKA60,BLY_18
2372,monuments2.fid-3f3c22b6_1667d4434db_4e02,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e02,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e02,15.520095,76.833604,6922,Ashokan Inscriptions (Rock Edicts),Ashokan Inscriptions (Rock Edicts),Udegolam,Bellary,Karnataka,Hampi Circle,PH70.jpg,HMPKA70,BLY_28
2373,monuments2.fid-3f3c22b6_1667d4434db_4e03,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e03,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e03,15.519959,76.832424,6923,Ashokan Inscriptions (Rock Edicts),Ashokan Inscriptions (Rock Edicts),Udegolam,Bellary,Karnataka,Hampi Circle,PH70.jpg,HMPKA70,BLY_29
2374,monuments2.fid-3f3c22b6_1667d4434db_4e04,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e04,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e04,15.547299,76.832796,6924,Inscription of Ashoka (Rock Edicts),Inscription of Ashoka (Rock Edicts),Nittur,Bellary,Karnataka,Hampi Circle,PH65.jpg,HMPKA65,BLY_24
2375,monuments2.fid-3f3c22b6_1667d4434db_4e05,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e05,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e05,14.923358,75.828812,6925,Kalleswara Swamy Temple,Kalleswara Swamy Temple,Hire-Hadagali,Bellary,Karnataka,Hampi Circle,PH10.jpg,HMPKA10,BLY_5
2376,monuments2.fid-3f3c22b6_1667d4434db_4e06,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e06,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e06,15.310605,76.429467,6926,Saraswathy Temple,Saraswathy Temple,Singanathanahalli,Bellary,Karnataka,Hampi Circle,PH67.jpg,HMPKA67,BLY_26
2377,monuments2.fid-3f3c22b6_1667d4434db_4e07,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e07,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e07,14.784353,75.702349,6927,Mallikarjuna Swamy Temple,Mallikarjuna Swamy Temple,Kuruvathi,Bellary,Karnataka,Hampi Circle,PH59.jpg,HMPKA59,BLY_17
2378,monuments2.fid-3f3c22b6_1667d4434db_4e08,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e08,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e08,15.005517,75.790911,6928,NarasimhaSwamy Temple,NarasimhaSwamy Temple,Rangapura,Bellary,Karnataka,Hampi Circle,PH66.jpg,HMPKA66,BLY_25
2379,monuments2.fid-3f3c22b6_1667d4434db_4e09,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e09,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e09,14.902334,76.176342,6929,Kallesvara Temple,Kallesvara Temple,Ambli,Bellary,Karnataka,Hampi Circle,PH01.jpg,HMPKA01,BLY_1
2380,monuments2.fid-3f3c22b6_1667d4434db_4e0a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0a,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0a,14.809818,75.690409,6930,KalleswaraSwamy Temple,KalleswaraSwamy Temple,Mailara,Bellary,Karnataka,Hampi Circle,PH62.jpg,HMPKA62,BLY_21
2381,monuments2.fid-3f3c22b6_1667d4434db_4e0b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0b,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0b,15.305917,76.48278,6931,Pattabhirama Temple,Pattabhirama Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH43.jpg,HMPKA43,BLY_12
2382,monuments2.fid-3f3c22b6_1667d4434db_4e0c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0c,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0c,15.302836,76.494547,6932,Two Small ShivaTemples  with Inscription to the east of Pattabhirama Temple,Two Small ShivaTemples  with Inscription to the east of Pattabhirama Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH50.jpg,HMPKA50,BLY_13
2383,monuments2.fid-3f3c22b6_1667d4434db_4e0d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0d,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0d,15.306357,76.485649,6933,Ruined Tank to north east of Pattabhirama Temple,Ruined Tank to north east of Pattabhirama Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH47.jpg,HMPKA47,BLY_12
2384,monuments2.fid-3f3c22b6_1667d4434db_4e0e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0e,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0e,15.309654,76.485719,6934,Domed Gateway to the east of the Citadel,Domed Gateway to the east of the Citadel,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH22.jpg,HMPKA22,BLY_12
2385,monuments2.fid-3f3c22b6_1667d4434db_4e0f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0f,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e0f,15.312998,76.480428,6936,Bhima's Gateway to east of Ganagitti Jain Temple,Bhima's Gateway to east of Ganagitti Jain Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH19.jpg,HMPKA19,BLY_10
2386,monuments2.fid-3f3c22b6_1667d4434db_4e10,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e10,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e10,15.318079,76.464104,6937,Large Under Ground Temple,Large Under Ground Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH34.jpg,HMPKA34,BLY_15
2387,monuments2.fid-3f3c22b6_1667d4434db_4e11,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e11,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e11,15.31898,76.466292,6938,Mohammadan Watch Tower in Dannaika's Enclosure,Mohammadan Watch Tower in Dannaika's Enclosure,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH38.jpg,HMPKA38,BLY_15
2388,monuments2.fid-3f3c22b6_1667d4434db_4e12,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e12,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e12,15.318041,76.468853,6939,HazaraRamachandra Temple,HazaraRamachandra Temple,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH25.jpg,HMPKA25,BLY_15
2389,monuments2.fid-3f3c22b6_1667d4434db_4e13,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e13,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e13,15.317319,76.469135,6940,Large Stone Trough,Large Stone Trough,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH31.jpg,HMPKA31,BLY_15
2390,monuments2.fid-3f3c22b6_1667d4434db_4e14,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e14,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e14,15.316675,76.469218,6941,Basement of King's Audience Hall,Basement of King's Audience Hall,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH26.jpg,HMPKA26,BLY_15
2391,monuments2.fid-3f3c22b6_1667d4434db_4e15,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e15,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e15,15.316049,76.469682,6942,Stone Aqueduct and Small Under Ground Shrine Chamber,Stone Aqueduct and Small Under Ground Shrine Chamber,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH33.jpg,HMPKA33,BLY_15
2392,monuments2.fid-3f3c22b6_1667d4434db_4e16,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e16,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e16,15.314324,76.473997,6943,Old Water Supply Scheme,Old Water Supply Scheme,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH42.jpg,HMPKA42,BLY_15
2393,monuments2.fid-3f3c22b6_1667d4434db_4e17,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e17,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e17,15.314543,76.470484,6944,Large Public Bath or Tank,Large Public Bath or Tank,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH30.jpg,HMPKA30,BLY_15
2394,monuments2.fid-3f3c22b6_1667d4434db_4e18,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e18,http://bhuvan5.nrsc.gov.in:80/bhuvan/asi/wms/reflect?format=application%2Fatom%2Bxml&layers=asi%3Amonuments2&featureid=monuments2.fid-3f3c22b6_1667d4434db_4e18,15.314514,76.467927,6945,Octagonal Water Pavilion,Octagonal Water Pavilion,Kamalapuram,Bellary,Karnataka,Hampi Circle,PH41.jpg,HMPKA41,BLY_15
